id,text,label
54,タクシー 乗客 降ろす ため 安全 地帯 左側 停車 し た,0
55,高速 自動 車 国道 通行 中 故障 し た 昼間 で あっ た で 路側 帯 入れ 止め 非常 点滅 表示 灯 つけ た,0
56,信号 機 設置 さ れ いる 踏切 信号 機 表示 従い 通過 する とき 安全 確認 すれ 一時 停止 必要 ない,1
57,対向 車 正面 衝突 恐れ 生じ た 時 警音 器 ブレーキ 同時 使い できる 限り 左側 よけ 衝突 する 直前 あきらめ ない 道路 外 危険 な 場所 で ない とき 道路 外 出る こと ためらっ なら ない,1
58,右折 する 時 転回 する 時 合図 行う 場所 方法 同じ で ある,1
59,タクシー 運転 中 乗客 停車 求め られ た 踏切 で あっ た で 踏切 5 メートル 先 停車 し た,0
60,徐行 する 時 合図 時期 徐行 する とき で ある,1
61,最高 速度 指定 さ れ い ない 一般 道路 大型 貨物 自動 車 最高 速度 60 キロメートル毎時 で ある,1
62,やむ 得 ず バック 発進 する 場合 後方 見通し よく ない とき 同乗 者 後方 確認 手伝っ もらう こと 必要 で ある,1
63,旅客 自動 車 運転 者 道路 損害 し い 路面 いちじるしく 凍っ いる 場合 重大 な 事故 発生 する 恐れ ある とき ただちに 運転 中止 し なけれ なら ない,1
64,自動 車 通行 中 この 信号 機 信号 対する 黄色 矢印 方向 進む こと できる,0
65,踏切 警手 いる 踏切 通過 しよう する とき 安全 確認 し 一時 停止 し する 必要 ない,0
66,バス 路面 電車 運行 時間 中 停留 所 表示 板 10 メートル 以内 場所 停車 し よい,0
67,車線 減少 ため 進路 変更 する 場合 後続 車 なけれ 合図 出さ なく よい,0
68,駐車 停車 禁止 さ れ い ない 道路 特定 地域 除く 上 駐車 する 場合 道路 上 引き続き 12 時間 夜 8 時間 以上 駐車 し なら ない,1
69,総 排気 量 660 cc 以下 普通 自動 車 高速 自動 車 国道 法定 最高 速度 100 キロメートル毎時 で ある,1
70,クリープ 現象 オートマチック 車 停止 し いる とき ブレーキ ペダル しっかり 踏ん おか ない アクセル ペダル 踏ま なく 自動 車 走り 出す こと いう,1
71,故障 車 ロープ クレーン けん引 する とき けん引 免許 必要 で ある,0
72,高速 道路 緊急 自動 車 本線 入ろう し いる とき その 通行 妨げ なら ない,1
73,片側 転落 恐れ ある 崖 なっ いる 道路 安全 な 行き違い でき ない とき 山側 車 一時 停止 し 道 ゆずる よい,0
74,高速 自動 車 国道 本線 車 道 中央 分離 帯 ある ところ 大型 貨物 自動 車 法定 最高 速度 90 キロメートル毎時 で ある,1
75,普通 免許 小型 特殊 自動 車 運転 でき ない 原動 機 付 自転 車 運転 できる,0
76,自動 車 走行 中 前車 追い越す 場合 前車 右折 ため 道路 中央 寄っ 通行 し いる 時 除い その 右側 通行 し なけれ なら ない,1
77,故障 車 けん引 する とき けん引 免許 必要 ない,1
78,下り坂 ブレーキ 効か なく なっ た 時 ブレーキ 数 回 踏み すばやく 減速 チェンジ し ハンド ブレーキ 引き それ 停止 し ない よう な とき 山側 溝 車輪 落とし ガードレール 車体 すり寄せ し 止める よい,1
79,ぬかるみ 車輪 空回り する とき 一番 強い ロー ギア 入れ アクセル 強く 踏み込み 一気 出る よい,0
80,やむ 得 ず 急 ブレーキ かける とき クラッチ ブレーキ 同時 踏みこむ,0
81,交通 事故 車 破損 し た 相手 外傷 なく 医師 診断 結果 異常 ない で 警察 官 届け なかっ た,0
82,この 路側 帯 入っ 駐停車 する とき 車 左側 0 75 メートル 余地 とら な けら なら ない,1
83,自賠責 証明 書 また 責任 共済 有効 期限 過ぎ いる バス タクシー 運転 し た 場合 その 所有 者 で ある 会社 運転 者 責任 負わ なけれ なら ない,1
84,軌道 敷 内 通行 し いる 車 後方 路面 電車 近づい 来 た とき 路面 電車 通行 妨げ ない よう に すみやか に 軌道 敷 内 出る 十分 な 距離 保た なけれ なら ない,1
85,優先 道路 以外 道路 交差 点 30 メートル 手前 場所 自動 車 原動 機 付 自転 車 追い越す ため 進路 変え その 横 通り過ぎ し なら ない,1
86,車 運転 中 大 規模 な 地震 発生 する 恐れ ある し 警戒 宣言 発せ られ た で 地震 発生 する 前 速度 十分 落とす 共 ラジオ 情報 聞く よう に し た,1
87,観光 バス 運転 中 崖崩れ ため 狭く なっ いる 山道 さしかかっ た で 乗客 降り もらい 車掌 誘導 通り抜け た,1
88,自動 車 速度 燃料 消費 量 密接 な 関係 あり 速度 低 すぎ 高 すぎ 燃料 消費 量 多く なる,1
89,車両 通行 帯 ない トンネル 中央 線 右側 部分 はみ出さ なけれ 追い越す こと できる,0
90,タクシー 運転 中 携帯 電話 使っ 営業 所 配車 担当 者 通話 し 運転 し た,0
91,後輪 横滑り 始め た とき まず アクセル ゆるめ 同時 ハンドル 車 向き 立て直す よい,1
92,昼間 前方 50 メートル 高速 道路 200 メートル 先 見え ない よう な トンネル 道路 照明 あっ 前 照灯 つけ なけれ なら ない,1
93,車両 通行 帯 ない トンネル 通行 し いる 普通 自動 二 輪 車 進路 変える こと なく 前方 通行 し いる 車 側方 通っ 前方 出 た,1
94,道路 曲がり角 付近 見通し 効く 場合 除い 徐行 し なけれ なら ない,0
95,観光 バス 運転 し 踏切 通過 する とき 車掌 誘導 従え 一時 停止 する 必要 なく 安全 確認 よい,0
96,タクシー 運転 者 深夜 眠気 感じ で 安全 な 場所 車 止め 回送 板 掲示 し 仮眠 とっ た,1
97,初心 者 マーク 免許 受け 一 年 経験 し い ない 者 で なく 運転 自信 ない 者 つけ な けら なら ない,0
98,幼児 運転 者 目 届き やすい 前部 座席 乗せる 方 よい,0
99,信号 機 青 灯火 進め だ 前方 交通 関係 なく すぐ 発進 し なけれ なら ない,0
100,カーブ 回る とき その 半径 小さい 遠心 力 大き さ 小さく なる,0
101,路面 電車 追い越す 時 軌道 道路 左側 寄っ 設け られ いる とき 除き その 左側 通行 する こと できる,1
102,ブレーキ ペダル 踏み ご たえ 柔らかく なっ いる とき ブレーキ オイル 液 もれ 恐れ ある,1
103,普通 乗用 車 車両 総 重量 同じ で ある 普通 乗用 車 ロープ けん引 する とき 最高 速度 30 キロメートル毎時 で ある,1
104,交通 整理 行わ れ い ない 横断 歩道 その 手前 30 メートル 以内 場所 他 車 軽 車両 除く 追い越し 追い抜い し なら ない,1
105,乗車 定員 6 人 タクシー 客 し 大人 3 人 11 才 子供 3 人 乗車 さ せる こと でき ない,0
106,タクシー 運転 手 坂道 車 離れる とき 輪 止め 安全 措置 とっ た し 乗客 降ろさ なけれ なら ない,1
107,進路 前方 障害 物 ある 場所 対向 車 行き違う とき 障害 物 ある 側 通行 する 車 ほう 危険 度 高い で 反対 車線 車 道 ゆずる 必要 ない,0
108,この 信号 機 信号 対面 する 車 交差 点 徐行 し 通行 する こと できる,0
109,旅客 自動 車 運転 者 病気 疲労 より 安全 な 運転 でき ない とき 事業 所 申し出 なけれ なら ない,1
110,車 運転 し いる 時 高速 に なる 視力 低下 し 特に 遠く 物 見え にくく なる で 注意 し なけれ なら ない,0
111,一般 道路 普通 自動 二 輪 車 法定 最高 速度 50 キロメートル毎時 で ある,0
112,交通 事故 起き た とき 過失 大きい 方 警察 届け なけれ なら ない,0
113,自家 用 大型 バス 運転 する とき 大型 二 種 免許 必要 で ある,0
114,横断 歩道 その 手前 30 メートル 以内 場所 自動 車 原動 機 付 自転 車 追い越す ため 進路 変え その 横 通り すぎ なら ない,1
115,旅客 自動 車 運転 し 工事 中 悪路 通過 する とき 乗客 声 かけ 注意 促す よい,1
116,高速 道路 本線 車線 入ろう する とき 加速 車線 通行 し 十分 加速 し なけれ なら ない,1
117,高速 道路 追い越し する 場合 早め に 合図 し 追い越し 車線 車 動き 注意 し 行い 特に 進路 戻す 時 車 全体 ルーム ミラー 写っ た こと 確認 し 行なう よう に し な けら なら ない,1
118,こう配 急 な 下り坂 上り坂 共 停車 駐車 し なら ない,1
119,歩道 路側 帯 横切る 時 徐行 し なけれ なら ない,0
120,警察 官 よる 手 信号 灯火 よる 信号 信号 機 信号 違う 場合 警察 官 信号 優先 する,1
121,図 本線 車 道 合流 し いる ところ B 車 A 車 進行 妨げ ない よう に 速度 落とし 通行 し た,1
122,大型 第 二 種 免許 大型 特殊 自動 車 運転 する こと でき ない,1
123,AT 車 エンジン 始動 直後 エアコン 作動 時 エンジン 回転 数 低く なる で アクセル ふん かける,0
124,狭い 坂道 行き違う 時 近く 待避 所 ある 場合 上り 車 待避 所 入っ 下り 車 通過 待っ 通行 する,1
125,路面 電車 乗客 乗り降り ため 停車 し 止まっ いる 場合 乗客 乗り降り 終わる その 後方 停止 し なけれ なら ない 安全 地帯 ある とき 乗り降り する 人 い 一時 停止 徐行 する 必要 ない,0
126,この 図 よう に 矢印 交通 対する 警察 官 灯火 よる 手 信号 意味 信号 機 青 信号 同じ で ある,0
127,荷物 見張り ため 必要 最小 限度 人 トラック 荷台 乗せる 時 警察 署 長 許可 受け なく よい,1
128,他 車 追い越さ れる 時 相手 追い越し ため 十分 な 余地 ない とき 進路 ゆずる 必要 ない,0
129,走行 中 タイヤ パンク し た とき 車 思わ ぬ 方向 進み 危険 な で ハンドル しっかり 握り 急 ブレーキ 掛け 早く 停止 し た 方 よい,0
130,他 車 けん引 し いる ため 50 キロメートル毎時 以上 速度 走る こと でき ない 自動 車 高速 自動 車 国道 通行 でき ない,1
131,霧 日 早め に 前 照灯 つける 下向き する 路面 反射 する で 上向き よい,0
132,踏切 車 動か なく なっ た 時 発炎 筒 ない 場合 煙 出 やすい 物 燃やす し 合図 する こと 必要 で ある,1
133,通行 中 エンジン 回転 数 上がっ た 後 故障 より 下がら なく なっ た 時 四 輪 車 場合 ギア ニュートラル に し 車輪 エンジン 力 かけ ない よう に する よい,1
134,転回 する とき 合図 時期 転回 しよう し いる 地点 30 メートル 手前 地点 達し た とき で ある,1
135,踏切 通過 する 時 脱輪 し ない よう に やや 中央 寄り 走行 し 発進 し た 時 低速 ギア まま 変速 し ない 一気 通過 する よい,1
136,歩道 路側 帯 ない 道路 駐車 停車 する とき 道路 左側 端 0 75 メートル 以上 余地 とら なけれ なら ない,0
137,大型 第 二 種 免許 受け いる 者 タクシー 運転 する こと できる,1
138,交通 事故 発生 し た とき 負傷 者 救護 し 警察 官 必要 な 報告 する 義務 過失 大きい 運転 者 で ある,0
139,横断 歩道 自転 車 横断 帯 手前 止まっ いる 車 ある 時 その 側方 通っ 前方 出る 前 徐行 し 安全 確かめ なけれ なら ない,0
140,交通 整理 行なわ れ い ない 交差 点 入ろう する 場合 交差 する 道路 優先 道路 で ある 時 幅 明らか に 広い 時 徐行 し なけれ なら ない,1
141,車 他人 貸し 事故 起き た とき 貸し た 方 責任 ない 借り た 方 責任 ある,0
142,道路 左側 部分 幅 6 メートル 満た ない 道路 右側 部分 見通し きか なかっ た 反対 方向 車 来る 様子 なかっ た で 右側 部分 はみ出し 追い越し た,0
143,総 排気 量 660 cc 以下 普通 貨物 自動 車 積み荷 大き さ 長 さ 自動 車 長 さ 1 1 倍 幅 自動 車 幅 積ん だ 時 高 さ 地上 3 8 メートル 超え なら ない,0
144,幅 広く 交通 妨げ なら ない 道路 駐車 停車 禁止 さ れ い ない 道路 指定 地域 除く 12 時間 以上 駐車 する こと できる,0
145,通行 中 タイヤ パンク し た とき 車 思わ ぬ 方向 進み 危険 な で ハンドル しっかり 握り 急 ブレーキ かけ 早く 停止 し た ほう よい,0
146,高速 道路 通行 する とき 高速 道路 停止 する こと ない よう 走行 前 燃料 冷却 水 エンジン オイル 量 点検 し なけれ なら ない,1
147,人 乗り降り ため 停止 し いる 通学 通園 バス 側方 通行 する とき 減速 し 安全 確かめ なけれ なら ない,0
148,停留 所 止まっ いる 路面 電車 近づい た とき 乗り降り する 人 い ない とき 路面 電車 間 1 5 メートル 以上 間隔 ある とき 安全 地帯 ある とき 徐行 し 通行 する こと できる,1
149,一方 通行 道路 緊急 自動 車 進路 ゆずる 場合 左側 寄る かえって 進路 妨げ なる よう な とき 右側 寄ら なけれ なら ない,1
150,この 信号 機 青 矢印 信号 赤色 で あっ 矢印 方向 進行 し よい こと 表し いる 軽 車両 二 段階 右折 方法 よる 右折 する 原動 機 付 自転 車 進行 する こと でき ない,1
151,普通 乗用 自動 車 追いつか れ た 普通 貨物 自動 車 道路 中央 寄り 寄っ 後車 進路 ゆずっ た,0
152,運転 者 疲れ いる とき 危険 感じ 判断 する 時間 かかる で 空走 距離 長く なる,1
153,二 輪 車 運転 中 徐行 する ため 図 よう な 手 よる 合図 し た,1
154,停留 所 止まっ いる 路線 バス 方向 指示 器 発進 合図 し た とき 後方 車 その 発進 妨げ なら ない,1
155,車 運転 中 大 規模 な 地震 発生 する 恐れ ある し 警戒 宣言 発せ られ 車 置い 避難 する とき できる 道路 外 駐車 さ せ なけれ なら ない,1
156,高速 道路 加速 車線 入ろう し いる とき 本線 車 道 通行 し いる 車 進行 妨げる 恐れ ある とき 路側 帯 通行 し 合流 し よい,0
157,車 車庫 入れる ため 歩道 横切る 場合 その 直前 一時 停止 する とも 歩行 者 通行 妨げ ない よう に し なけれ なら ない,1
158,高速 自動 車 国道 どんな 場合 最低 速度 達し ない 速度 運転 し なら ない,0
159,高速 道路 本線 車 道 危険 防止 ため で あっ 一時 停止 する こと でき ない,0
160,道路 駐車 する 場合 車 左側 必ず 0 5 メートル 以上 余地 とら なけれ なら ない,0
161,転回 する 時 合図 時期 転回 しよう する 時 約 3 秒 前 で ある,0
162,踏切 通過 する とき 歩行 者 対向 車 注意 し 脱輪 し ない よう に やや 中央 より 通る よい,1
163,夜間 一般 道路 駐停車 する とき 道路 照明 より 50 メートル 後方 明りょう に 見える 場所 停止 表示 器材 置い 駐停車 する 場合 除い 非常 点滅 灯 又 尾灯 つけ なけれ なら ない,1
164,片側 転落 恐れ ある 道路 安全 な 行き違い でき ない とき 山側 車 道 ゆずる よい,0
165,高速 道路 本線 車 道 車両 通行 帯 左側 白い 線 目安 し やや 左 より 通行 する よい,1
166,乾燥 し た 路面 タイヤ 新しい とき 時速 40 キロメートル で 約 20 メートル 時速 80 キロメートル で 約 80 メートル 車間 距離 必要 で ある,1
167,道路 外 出る ため 左折 しよう する とき その 直前 道路 左側 寄る よう に し なけれ なら ない,0
168,夜間 横断 歩道 近づい た とき 前 照灯 光 で 横断 する 歩行 者 見え ない とき 横断 する 人 い ない こと 明らか で ある その まま 速度 進行 し よい,0
169,横断 歩道 自転 車 横断 帯 近づい た 時 横断 しよう する 歩行 者 自転 車 い ない こと 明らか な 場合 他 その 停止 線 直前 停止 できる 速度 進行 し なけれ なら ない,1
170,夜間 視界 悪く なる で 視線 できる 車 直前 向け 少し 早く 障害 物 発見 できる よう に する よい,0
171,上り坂 頂上 付近 見通し 悪い で 徐行 し なけれ なら ない,1
172,自動 車 乗車 定員 検査 証 記載 さ れ いる 乗車 定員 運転 者 加え た もの いう,0
173,高速 道路 路面 ぬれ タイヤ 減っ いる 車 時速 80 キロメートル 走行 し た 場合 約 80 メートル 車間 距離 必要 で ある,0
174,歩道 路側 帯 ない 道路 駐車 する とき 車 左側 余地 あけ なく よい,1
175,道幅 同じ よう な 道路 交差 点 路面 電車 左方 来る 車 ある とき その 路面 電車 車 進行 妨げ なら ない,1
176,停止 する 時 合図 時期 停止 しよう する 時 で ある,1
177,路線 バス 路線 バス 専用 通行 帯 ある 道路 他 車両 通行 帯 通行 する こと できる,0
178,原動 機 付 自転 車 自動 二 輪 車 ブレーキ 前後 輪 同時 かける 危険 で ある,0
179,乾い た 道路 60 キロメートル毎時 通行 する とき 約 20 メートル 車間 距離 とる 必要 ある,0
180,踏切 警手 いる 踏切 通過 しよう する とき 安全 確認 し 一時 停止 必要 ない,0
181,一方 通行 道路 道路 中央 右 はみ出し 通行 する こと できる,1
182,運転 者 危険 感じ ブレーキ 踏み ブレーキ 実際 効き 始める 車 走る 距離 制動 距離 いう,0
183,自動 車 運転 者 シート ベルト 着用 し ない 者 運転 席 横 座席 乗車 さ せ 運転 し なら ない タクシー ハイヤー つい 免除 さ れる,0
184,霧 とき 霧灯 前 照灯 早め に つけ 危険 防止 する ため 必要 応じ 警音 器 使う よい,1
185,狭い 道 行き違い でき ない とき 上り坂 発進 むずかしい で 下り 車 上り 車 道 ゆずる ほう よい,1
186,人 乗り降り 5 分 以内 荷物 積み下ろし ため 停止 駐車 なら ない,1
187,荷物 積みおろし 運転 者 すぐ 運転 できる とき 車 右側 道路 上 3 5 メートル 以上 余地 なく 駐車 できる,1
188,交通 事故 等 おき た とき 発煙 筒 高速 道路 使用 し よい 一般 道路 禁止 し いる,0
189,停車 し いる 通学 通園 バス 追いつい た 安全 だっ た で 30 キロメートル毎時 速度 落とし 通行 し た,0
190,二 輪 車 運転 し ブレーキ かける とき 前輪 ロック し た とき 後輪 ロック し た とき 方 危険 で ある,0
191,高速 道路 オートマチック 車 走行 する とき 加速 車線 本線 車線 入る 場合 チェンジ レバー L し 加速 し 合流 する,0
192,タクシー 消火 栓 5 メートル 以内 場所 おい 客 乗り降り ため 停車 する こと できる,1
193,長 時間 運転 する とき 4 時間 1 回 休息 とる よい,0
194,路面 電車 追い越す とき 軌道 道路 左側 寄っ 設け られ いる とき 除き その 左側 通行 し なけれ なら ない,1
195,大型 特殊 免許 受け いる もの 車 総 重量 750 キログラム 越える 車 けん引 する こと できる,0
196,安全 地帯 側方 車 通行 する とき 安全 地帯 歩行 者 いる い ない かかわら ず 徐行 し なけれ なら ない,0
197,バス 発炎 筒 赤 ランプ 非常 信号 用 具 備えつけ 義務 ある 自家 用 普通 自動 車 備える 義務 ない,0
198,駐車 禁止 場所 で 運転 者 車 離れ 5 分 以内 戻れ 駐車 違反 なら ない,0
199,白 黄色 杖 持っ 歩い いる 人 歩行 補助 車 使っ い その 通行 支障 ある 高齢 者 通行 し いる 場合 一時 停止 徐行 し これ ら 人 安全 に 通れる よう に し なけれ なら ない,1
200,車線 数 減少 ため 進路 変更 する 場合 後続 車 なけれ 合図 出さ なく よい,0
201,普通 二 輪 免許 小型 特殊 自動 車 運転 でき ない 原動 機 付 自転 車 運転 する こと できる,0
202,普通 免許 持っ いる 者 普通 自動 車 けん引 装置 付け 車 総 重量 750 キログラム 以下 けん引 車 けん引 する こと できる,1
203,タクシー 火災 報知 器 1 メートル 以内 場所 客待ち ため 駐車 でき ない 客 乗り降り ため 停車 できる,1
204,ゆとり ある 正しい 乗車 姿勢 とる ため ハンドル 両手 かけ た とき ひじ わずか に 曲がる 状態 シート 背 合わせる よい,1
205,この 図 おい 矢印 方向 自動 車 右折 する 場合 A 信号 青色 とき 交差 点 進入 し B 信号 赤色 とき 交差 点 内 B 信号 手前 停止 し なけれ なら ない,0
206,トンネル 車両 通行 帯 あっ 追い越し 禁止 さ れ いる,0
207,近く 交差 点 ない 道路 緊急 自動 車 近づい き た とき 道路 左側 よっ 進路 ゆずる,1
208,前方 自転 車 追い抜こう し た 左右 ふらつい おり その まま 追い抜く 衝突 する 危険 予測 さ れ た で 危険 避ける ため やむ 得 ず 警音 器 鳴らし た,1
209,初心 者 マーク 免許 受け 一 年 経過 し い ない 者 で なく 運転 自信 ない 者 つけ なけれ なら ない,0
210,交通 量 多い 市街 地 道路 夜間 前 照灯 下向き 切り替え する 必要 ない,0
211,速度 2 倍 なれ 制動 距離 カーブ 横滑り 転倒 する 力 2 倍 なく 4 倍 なる,1
212,原動 機 付 自転 車 自動 車 損害 賠償 責任 保険 加入 し なく よい,0
213,歩行 者 用 道路 自動 車 通行 でき ない 軽 車両 原動 機 付 自転 車 通行 できる,0
214,横断 歩道 自転 車 横断 帯 その 手前 5 メートル 以内 場所 駐車 停車 でき ない その 先 5 メートル 以内 場所 駐車 停車 できる,0
215,進路 変更 する 後車 急 ブレーキ 急 ハンドル 避け なけれ なら ない よう な 状況 進路 変更 し なら ない,1
216,バス 停留 所 10 メートル 以内 駐車 禁止 さ れ いる 停車 し よい,0
217,長 距離 運転 する とき 昼間 夜間 走行 する 方 交通 量 少なく つかれ 少ない,0
218,交通 事故 起こす 自動 車 損害 賠償 責任 保険 証書 必要 なる で 紛失 し ない よう に コピー し た もの 携行 する よい,0
219,オートマチック 車 運転 中 上り坂 停止 し た とき アクセル ペダル わずか に 踏ん 後ろ 下がら ない よう に する よい,0
220,マニュアル 車 高速 道路 走行 中 故障 等 ため 走行 する こと でき なく なっ た とき できれ セル モーター 使っ 路側 帯 路肩 移動 さ せる,1
221,6 歳 未満 幼児 乗せ 運転 する とき どんな とき チャイルド シート 使用 す べき で ある,0
222,運転 中 携帯 電話 通話 する こと 交通 量 多く 混ん いる 道路 禁止 さ れ いる 交通 量 少なく 運転 妨げ なら なけれ 禁止 し い ない,0
223,この 図 交通 整理 行なわ れ い ない 道幅 同じ 交差 点 入ろう し いる 二 輪 車 優先 し 通行 できる,1
224,自動 車 前面 ガラス 次 検査 時期 年 月 示す 検査 標章 はら なけれ なら ない,1
225,歩道 路側 帯 ない 道路 駐車 する とき 車 左側 0 75 メートル 余地 あける,0
226,普通 自動 二 輪 車 運転 中 カーブ さしかかっ た で カーブ 直前 減速 し た,0
